item_name,item_id,item_category_id,translated_item_name
"1С:Высшая школа. Математический анализ [PC, Цифровая версия]",490,78,"1C: Higher School.Mathematical analysis [PC, digital version]"
1С:Деньги 8,491,73,1C: Money 8
"1С:Деньги 8 Электронная версия [PC, Цифровая версия]",492,76,"1C: Money 8 electronic version [PC, digital version]"
1С:Документооборот. 200 вопросов и ответов [Цифровая версия],493,54,1C: Document Drive.200 questions and answers [digital version]
"1С:Документооборот. 200 вопросов и ответов. Лушников В.В., Бондарев А.В.",494,49,"1C: Document Drive.200 questions and answers.Lushnikov V.V., Bondarev A.V."
"1С:Дошкольная психодиагностика  [PC, Цифровая версия]",495,76,"1C: pre-school psychodiagnostics [PC, digital version]"
1С:Зарплата и Управление Персоналом 8. Базовая версия.,496,73,1C: Salary and personnel management 8. Basic version.
1С:Зарплата и Управление Персоналом 8. Первые шаги [Цифровая версия],497,54,1C: salary and personnel management 8. First steps [digital version]
1С:Зарплата и Управление Персоналом 8. Первые шаги. М.Е.Медведева (+CD),498,49,1C: Salary and personnel management 8. First steps.M.E.Medveveva (+ CD)
"1С:Коллекция игрушек ""Lock On: современная боевая авиация""",499,30,"1C: Collection of toys ""Lock ON: Modern Battle Aviation"""
"1С:Коллекция игрушек ""Битва за Британию 2: Крылья Победы"" DVD",500,30,"1C: Collection of toys ""Battle for Britain 2: Wings of Victory"" DVD"
"1С:Коллекция игрушек ""Болек и Лелек в детском саду"" [PC, Цифровая версия]",501,31,"1C: Collection of toys ""Bolsters and alek in kindergarten"" [PC, digital version]"
"1С:Коллекция игрушек ""Бригада Е5: Новый альянс"" (Steam версия) [PC, Цифровая версия]",502,31,"1C: Collection of toys ""E5 Brigade: New Alliance"" (Steam version) [PC, digital version]"
"1С:Коллекция игрушек ""В тылу врага 2"" [PC, Цифровая версия]",503,31,"1C: Collection of toys ""in the rear of the enemy 2"" [PC, digital version]"
"1С:Коллекция игрушек ""В тылу врага"" (Steam версия) [PC, Цифровая версия]",504,31,"1C: Collection of toys ""in the enemy's rear"" (Steam version) [PC, digital version]"
"1С:Коллекция игрушек ""В тылу врага: Диверсанты 2"" [PC, Цифровая версия]",505,31,"1C: Collection of toys ""in the rear of the enemy: saboteurs 2"" [PC, digital version]"
"1С:Коллекция игрушек ""В тылу врага: Диверсанты"" [PC, Цифровая версия]",506,31,"1C: Collection of toys ""in the rear of the enemy: saboteurs"" [PC, digital version]"
"1С:Коллекция игрушек ""Вивисектор. Зверь внутри"" [PC, Цифровая версия]",507,31,"1C: Collection of toys ""Vivisector. Beast inside"" [PC, digital version]"
"1С:Коллекция игрушек ""Лунтик. Подготовка к школе"" [PC, Цифровая версия]",508,31,"1C: Collection of toys ""Luntik. Preparing for school"" [PC, digital version]"
"1С:Коллекция игрушек ""Магия Крови: Время Теней"" [PC, Цифровая версия]",509,31,"1C: Collection of toys ""Blood Magic: Time Shadows"" [PC, Digital Version]"
"1С:Коллекция игрушек ""Мадагаскар""",510,30,"1C: Collection of toys ""Madagascar"""
"1С:Коллекция игрушек ""Ну, погоди! Выпуск 3. Песня для зайца"" [PC, Цифровая версия]",511,31,"1C: Collection of toys ""Well, wait! Issue 3. Song for a hare"" [PC, digital version]"
"1С:Коллекция игрушек ""Рекс и волшебники"" [PC, Цифровая версия]",512,31,"1C: Collection of toys ""Rex and Wizards"" [PC, digital version]"
"1С:Коллекция игрушек ""Рекс и машина времени"" [PC, Цифровая версия]",513,31,"1C: Collection of toys ""Rex and Time Machine"" [PC, Digital Version]"
"1С:Коллекция игрушек ""Рекс и сокровища пиратов"" [PC, Цифровая версия]",514,31,"1C: Collection of toys ""Rex and Treasures of Pirates"" [PC, digital version]"
"1С:Коллекция игрушек ""Санитары подземелий"" [PC, Цифровая версия]",515,31,"1C: Collection of toys ""Sanitary Dungeons"" [PC, digital version]"
"1С:Коллекция игрушек ""Смерть шпионам"" (Steam версия) [PC, Цифровая версия]",516,31,"1C: Collection of toys ""Death Spies"" (Steam version) [PC, digital version]"
"1С:Коллекция игрушек ""Считаем с Рексом"" [PC, Цифровая версия]",517,31,"1C: Collection of toys ""We consider with Rex"" [PC, digital version]"
"1С:Коллекция игрушек Восхождение на Трон (Steam версия) [PC, Цифровая версия]",518,31,"1C: Collection of toys Climbing the throne (Steam version) [PC, digital version]"
"1С:Коллекция игрушек. ""You Are Empty"" [PC, Цифровая версия]",519,31,"1C: Collection of toys.""You are empty"" [PC, digital version]"
"1С:Коллекция игрушек. Алёша Попович и Тугарин Змей [PC, Цифровая версия]",520,31,"1C: Collection of toys.Alyosha Popovich and Tugarin Snake [PC, digital version]"
"1С:Коллекция игрушек. Добрыня Никитич и Змей Горыныч [PC, Цифровая версия]",521,31,"1C: Collection of toys.Dobrynya Nikitich and Snake Gorynych [PC, digital version]"
"1С:Коллекция игрушек. Завтра война: Фактор К [PC, Цифровая версия]",522,31,"1C: Collection of toys.Tomorrow War: Factor to [PC, digital version]"
"1С:Лаборатория. Биология, 6-9 кл. Дыхание [PC, Цифровая версия]",523,78,"1C: Laboratory.Biology, 6-9 CL.Breath [PC, digital version]"
"1С:Лаборатория. Тайны времени и пространства [PC, Цифровая версия]",524,78,"1C: Laboratory.Secrets of time and space [PC, digital version]"
"1С:Математический конструктор 5.5 + комплект интерактивных моделей [PC, Цифровая версия]",525,78,"1C: Mathematical Designer 5.5 + Set of Interactive Models [PC, Digital Version]"
"1С:Математический конструктор 5.5 [PC, Цифровая версия]",526,78,"1C: Mathematical designer 5.5 [PC, digital version]"
1С:Математический конструктор 6.0 (DVD-Box),527,77,1C: Mathematical Designer 6.0 (DVD-BOX)
"1С:Математический конструктор 6.0 [PC, Цифровая версия]",528,78,"1C: Mathematical Designer 6.0 [PC, Digital Version]"
1С:Мир компьютера TeachPro 3ds max 6,529,77,1C: World of Computer TeachPro 3DS MAX 6
1С:Мир компьютера TeachPro MS Excel 2002,530,77,1C: World of Computer TeachPro MS Excel 2002
1С:Мир компьютера TeachPro Microsoft Windows Vista (DVD-Box),531,77,1C: World of Computer Teachpro Microsoft Windows Vista (DVD-Box)
1С:Мир компьютера TeachPro Компьютерная графика и дизайн на DVD,532,77,1C: World of Computer Teachpro Computer Graphics and DVD Design
1С:Мир компьютера Компьютерные курсы. Базовая компьютерная подготовка (DVD-Box),533,77,1C: World of Computer Computer courses.Basic Computer Preparation (DVD-Box)
1С:Мир компьютера Соло на клавиатуре,534,77,1C: The world of the solo computer on the keyboard
1С:Налогоплательщик 8,535,73,1C: taxpayer 8
"1С:Налогоплательщик 8. Электронная версия [PC, Цифровая версия]",536,76,"1C: Taxpayer 8. Electronic version [PC, digital version]"
"1С:Обр.кол. Русский язык для малышей Игра-тренажёр для детей совместно с родит [PC, Цифровая версия]",537,78,"1C: Obr.ol.Russian Language for kids Simulator game for children together with dick [PC, digital version]"
"1С:Образование 5. Школа [PC, Цифровая версия]",538,78,"1C: Education 5. School [PC, digital version]"
"1С:Образовательная коллекция.  Школа грамоты. Интенсивный курс русского языка [PC, Цифровая версия]",539,78,"1C: Educational collection.School of diplomas.Intensive course of the Russian language [PC, digital version]"
"1С:Образовательная коллекция.  Школа грамоты. Пособие для младших школьников [PC, Цифровая версия]",540,78,"1C: Educational collection.School of diplomas.Allowance for younger schoolchildren [PC, digital version]"
1С:Образовательная коллекция. Deutsch Platinum DeLuxe,541,77,1C: Educational collection.Deutsch Platinum Deluxe.
1С:Образовательная коллекция. English Platinum DeLuxe,542,77,1C: Educational collection.English Platinum Deluxe.
"1С:Образовательная коллекция. English today. Английские кроссворды, идиомы и фраз.глаголы (Jewel)",543,77,"1C: Educational collection.English Today.English crosswords, idioms and phrases. Glabols (Jewel)"
1С:Образовательная коллекция. English today. Базовый курс для самообучения (Jewel),544,77,1C: Educational collection.English Today.Basic course for self-study (Jewel)
1С:Образовательная коллекция. English today. Интерактивный словарь английского языка (Jewel),545,77,1C: Educational collection.English Today.Interactive English Dictionary (Jewel)
1С:Образовательная коллекция. English today. Лингафонный разговорный курс для самообучения (Jewel),546,77,1C: Educational collection.English Today.Lingufonic conversational course for self-study (Jewel)
1С:Образовательная коллекция. English today. Углубленный курс для самообучения (Jewel),547,77,1C: Educational collection.English Today.In-depth Course for Self Forcing (Jewel)
1С:Образовательная коллекция. Espanol Platinum DeLuxe,548,77,1C: Educational collection.Espanol Platinum Deluxe.
1С:Образовательная коллекция. Francais Platinum DeLuxe,549,77,1C: Educational collection.Francais Platinum Deluxe.
1С:Образовательная коллекция. Italiano Platinum,550,77,1C: Educational collection.Italiano Platinum
